sentence_id,reference,TensorFlow NMT_hypothesis,PyTorch Transformer_hypothesis,TensorFlow NMT_sentence_chrfpp,PyTorch Transformer_sentence_chrfpp,chrfpp_difference_TensorFlow NMT_minus_PyTorch Transformer,winner
884,"Công viên Quốc gia Nairobi không được rào chắn trên diện rộng ở khu vực phía Nam , điều đó có nghĩa là các động vật hoang dã như ngựa vằn thoát ra khỏi công viên một cách tự do .","Nairobi là người Công viên của người Mỹ không phải là một sự uỷ thác trong những người ở phía nam , nghĩa là động vật hoang dã như thể chất lượng di cư .","công viên quốc gia không phải là hàng rào ở phía nam rộng rãi, có nghĩa là những con vật hoang dã như những con chim cánh cụt đang di cư khỏi công viên tự do.",34.710449865957344,44.966007104653286,-10.255557238695943,PyTorch Transformer
885,"Và vì thế các động vật ăn thịt như sư tử theo sau chúng , và đây là điều những con sư tử đó làm","Vì vậy , những con sư tử như sư tử theo chúng , và đây là những gì họ làm .","vì thế những kẻ săn mồi như sư tử theo dõi chúng, và đây là những gì chúng làm.",49.075722631210404,41.00844775501834,8.067274876192066,TensorFlow NMT
886,Chúng giết gia súc của chúng tôi .,Họ giết cho chúng ta .,họ giết gia súc của chúng ta.,23.97078355473664,69.56785685868184,-45.597073303945194,PyTorch Transformer
887,"Đây là một trong số những con bò đã bị giết vào buổi tối , và khi thức dậy vào buổi sáng tôi tìm thấy nó đã chết , và tôi đã cảm thấy rất buồn , bởi vì đó là con bò đực duy nhất mà chúng tôi có .","Đây là một trong những con bò bị giết vào đêm , và tôi đã tỉnh dậy trong buổi sáng và tôi thấy nó chết , vì nó là con bò duy nhất chúng ta có .","đây là một trong những con bò đã bị giết vào ban đêm, và tôi thức dậy vào buổi sáng và thấy rằng nó chết, và tôi cảm thấy rất tệ, bởi vì đó là con bò duy nhất chúng ta có.",47.01868623418981,64.43293229819912,-17.414246064009312,PyTorch Transformer
888,"Cộng đồng của tôi , người Maasai , tin rằng chúng tôi đến từ thiên đường cùng với tất cả các con vật của mình và tất cả đất đai để chăn giữ chúng , đó là lý do vì sao chúng tôi rất coi trọng chúng","Cộng đồng của tôi , người dân của tôi , chúng ta tin rằng chúng ta đã đến từ thiên đường với những động vật của chúng ta và tất cả những nơi mà chúng ta có giá trị .","cộng đồng của tôi, cộng đồng thế giới của tôi, chúng tôi tin rằng chúng tôi đến từ thiên đường với tất cả các con vật và tất cả các cánh tay cho chúng, và đó là lý do tại sao chúng tôi giá trị",45.110485164551875,59.81862493864083,-14.708139774088956,PyTorch Transformer
889,Vì thế tôi lớn lên với sự thù ghét sư tử .,Tôi lớn lên với những sư tử .,"vì vậy, tôi lớn lên ghét sư tử quá nhiều.",48.02479329700089,46.632727111049505,1.3920661859513856,TensorFlow NMT
890,"Các chiến binh Masai người bảo vệ cộng đồng chúng tôi và gia súc , cũng rất lo ngại về vấn đề này","Những người siêu công nhân là những chiến binh bảo vệ cộng đồng của chúng ta và nuôi dưỡng , và họ cũng rất khó chịu về vấn đề này .","những chiến binh nổi tiếng là những chiến binh bảo vệ cộng đồng và gia súc, và họ cũng rất khó chịu về vấn đề này.",49.952717249747266,53.37881008878672,-3.4260928390394554,PyTorch Transformer
891,Vì thế họ giết sư tử .,"Vì vậy , họ đã giết chết tử .","vì vậy, họ giết những con sư tử.",30.336045735861912,46.27707755994835,-15.94103182408644,PyTorch Transformer
892,Đây là một trong sáu con sư tử đã bị giết ở Nairobi .,Đó là một trong sáu sư tử bị giết ở Nairobi .,đó là một trong 6 con sư tử đã bị giết ở nairobi.,68.97115321888964,79.39424168635175,-10.423088467462108,PyTorch Transformer
893,Và tôi nghĩ đây là lý do mà sư tử ở Công viên Quốc gia Nairobi còn rất ít .,Và tôi nghĩ đây là lý do tại sao các giáo viên sư của NASA là một số người .,và tôi nghĩ đây là lý do tại sao các công viên sư tử ở nairobi lại có vài con.,40.5473696881325,55.070623675672714,-14.523253987540215,PyTorch Transformer
894,"Mỗi đứa con trai từ 6 đến 9 tuổi , trong cộng đồng của tôi , chịu trách nhiệm chăn giữ những con bò của bố mình , và tôi cũng phải làm điều tương tự .","Một cậu bé , từ 6 đến 9 đến 9 năm , trong cộng đồng của tôi là trách nhiệm của ông , và đó là một thứ xảy ra với tôi .","một cậu bé, từ 6 đến 9 tuổi, trong cộng đồng của tôi chịu trách nhiệm đối với cha và bò, và điều tương tự đã xảy ra với tôi.",37.33535566671464,51.47828686482059,-14.142931198105948,PyTorch Transformer
895,Vì thế tôi phải tìm ra cách để giải quyết vấn đề này .,"Vì vậy , tôi phải tìm ra một cách giải quyết vấn đề này .",vì thế tôi phải tìm ra một cách để giải quyết vấn đề này.,70.45396814989896,92.58634692195609,-22.132378772057137,PyTorch Transformer
896,"Ý tưởng đầu tiên mà tôi có được là sử dụng lửa , bởi vì tôi nghĩ sư tử sợ lửa .",Và ý tưởng đầu tiên tôi đã dùng để sử dụng lửa vì tôi nghĩ sư tử là những cơn cháy .,"và ý tưởng đầu tiên tôi có được là sử dụng lửa, bởi vì tôi nghĩ rằng sư tử đã rất sợ lửa.",53.19629303712558,81.88622062604145,-28.68992758891587,PyTorch Transformer
897,"Nhưng sau đó tôi nhận ra rằng lửa không thực sự có tác dụng , bởi vì nó thậm chí còn giúp cho sư tử nhìn thấy chuồng bò .","Nhưng tôi đến gặp rằng không thực sự giúp đỡ , vì nó thậm chí còn giúp đỡ tử vong để thấy thông qua những con bò .","nhưng tôi nhận ra rằng điều đó không thực sự giúp đỡ, bởi vì nó thậm chí còn giúp đỡ những con sư tử để nhìn thấy qua những con sư tử vong.",40.799272510027194,56.65664076574613,-15.857368255718939,PyTorch Transformer
898,Nhưng tôi không từ bỏ . Tôi tiếp tục suy nghĩ .,Tôi không đưa ra . Tôi tiếp tục .,tôi đã không từ bỏ. tôi tiếp tục.,46.420606030917924,60.96072004421573,-14.54011401329781,PyTorch Transformer
899,Và ý tưởng thứ hai của tôi đó là sử dụng bù nhìn .,Và một ý tưởng thứ hai tôi là sử dụng một sự tương tác .,và một ý tưởng thứ hai mà tôi có được là sử dụng một con khỉ nhìn.,48.945207568179924,53.85241948418237,-4.907211916002446,PyTorch Transformer
900,Tôi đã cố gắng đánh lừa những con sư tử đó &#91; vào cái suy nghĩ &#93; là tôi đứng gần chuồng bò .,Tôi cố gắng để giải quyết những con sư tử của những con sư tử .,tôi đang cố gắng đánh lừa những con sư tử này vào suy nghĩ rằng tôi đang đứng gần những con bò rừng.,26.525750185347153,49.238041067940166,-22.712290882593013,PyTorch Transformer
901,Nhưng sư tử rất thông minh .,Nhưng sư tử là rất thông minh .,nhưng sư tử thì rất thông minh.,85.66270097961917,85.03337975906788,0.6293212205512901,TensorFlow NMT
902,"Chúng tới ngày đầu tiên và nhìn thấy con bù nhìn , và rồi chúng quay về , nhưng ngày thứ 2 , chúng đến và nói rằng thứ này không hề chuyển động , nó luôn luôn chỉ ở đó .","Họ sẽ đến ngày đầu tiên , họ nhìn thấy những người xa xôi , và họ quay trở lại , nhưng ngày thứ hai , họ sẽ đến và họ nói , điều này không phải là di chuyển ở đây .","họ sẽ đến ngày đầu tiên, và họ nhìn thấy những con mắt nhấp chuột, và họ quay lại, nhưng ngày thứ hai, họ sẽ đến và nói, điều này không di chuyển ở đây, nó luôn luôn ở đây.",36.62607741947411,45.433878366127914,-8.807800946653806,PyTorch Transformer
903,Và rồi sư tử nhảy vào và giết gia súc .,Thế nên anh ta nhảy vào và giết chết động vật .,"vì vậy, anh ta nhảy vào và giết chết những con vật.",39.773333149193434,38.59908531589609,1.1742478332973434,TensorFlow NMT
904,"Vì thế vào một đêm , tôi cầm một cây đuốc đi xung quanh chuồng bò , vào hôm đó , những con sư tử ấy không đến .","Một đêm , tôi đi xung quanh những chiếc micro với một chiếc kèn lửa , và ngày đó , những sư tử không đến đâu .","thế là một đêm, tôi đi vòng quanh trục cùng với một ngọn lửa, và ngày hôm đó, sư tử không xuất hiện.",44.81911774431764,34.84371697991387,9.975400764403766,TensorFlow NMT
905,Tôi khám phá ra rằng sư tử sợ ánh sáng chuyển động .,Và tôi đã phát hiện ra rằng sư tử là một ánh sáng di chuyển .,và tôi phát hiện ra rằng sư tử đáng sợ là sự di chuyển của ánh sáng.,47.4204241979973,48.71918719116722,-1.2987629931699232,PyTorch Transformer
906,Vì thế tôi đã có một ý tưởng .,Tôi có một ý tưởng .,vì thế tôi có một ý tưởng.,58.49567557677315,79.1409566880281,-20.645281111254945,PyTorch Transformer
907,"Từ khi còn nhỏ , tôi đã từng làm việc ở trong phòng mình cả ngày , và tôi thậm chí đã mở tung chiếc radio mới mua của mẹ , vào hôm đó bà gần như giết tôi , nhưng tôi đã học được nhiều điều về điện .","Từ khi tôi là một cậu bé nhỏ , tôi đã từng làm việc trong phòng của mình , và tôi thậm chí còn bị bỏ qua những chiếc radio mới của mình , và ngày hôm đó cô ấy đã bị giết mình , nhưng tôi học nhiều về","từ khi tôi còn là một cậu bé, tôi đã từng làm việc trong phòng của mình suốt cả ngày, và tôi thậm chí bỏ đi những radio mới của mẹ tôi, và ngày đó cô ấy gần như giết tôi, nhưng tôi đã",52.96938683105882,55.051729643861,-2.0823428128021817,PyTorch Transformer
908,Thế nên tôi đã lấy một bình ắc-quy xe ô tô cũ một hộp đồng hồ đo . Nó là một thiết bị nhỏ được tìm thấy ở xe mô tô và nó giúp người lái mô tô ra hiệu khi họ muốn rẽ trái hay rẽ phải . Nó chớp nháy .,"Tôi có một bộ ắc quy ảnh cũ , một chiếc hộp nhỏ , một chiếc hộp nhỏ được tìm thấy trong một chiếc xe , và nó giúp những vận động viên khi họ muốn quay trở thành đúng hay không .","tôi có một cục pin xe cũ, một cái hộp chỉ thị giác. nó là một thiết bị nhỏ có thể tìm thấy trên một chiếc xe mô, và nó giúp những tay lái xe khi họ muốn quay sang phải hoặc bỏ lại.",29.77715836258716,36.17245981409721,-6.395301451510051,PyTorch Transformer
909,Và tôi có được một công tắc để có thể tắt và mở đèn .,"Và tôi có một công tắc mà tôi có thể làm công tắc , trên đó , và từ đó .","và tôi có một công tắc để tôi có thể bật đèn lên, bật đèn lên.",43.80056573848252,49.78486286613651,-5.9842971276539885,PyTorch Transformer
910,Và đó là một bóng đèn nhỏ từ cây đèn pin vỡ .,Và đó là một cái nón nhỏ từ một cái đèn bị vỡ .,và đó là một ngọn đèn nhỏ từ một đèn led nhỏ.,44.956997411871534,47.003432802129005,-2.0464353902574715,PyTorch Transformer
911,Và tôi lắp đặt mọi thứ .,"Vì vậy , tôi đã đặt mọi thứ .",vì vậy tôi đã tạo ra mọi thứ.,53.64508042585686,36.898821969116604,16.746258456740257,TensorFlow NMT
912,"Như các bạn có thể thấy , tấm pin mặt trời dùng để xạc ắc-quy , và bình ắc-quy cung cấp năng lượng cho hộp đồng hồ đo . Tôi gọi nó là máy biến thế .","Như bạn có thể thấy , những chiếc bảng mặt trời , và pin cung cấp cho các bạn một cái hộp điện tử , và pin là một cái máy móc . Tôi gọi là một cái máy móc .","như các bạn có thể thấy, bảng thu phí năng lượng mặt trời, và các dụng cụ cung cấp điện năng cho hộp nhỏ. tôi gọi nó là một máy biến thể.",36.80190898892718,53.03625736864308,-16.234348379715897,PyTorch Transformer
913,Và chiếc hộp đồng hồ đo làm cho đèn chớp tắt .,Và những chiếc hộp tương tự làm được ánh sáng .,và cái hộp chỉ thị này làm cho đèn sáng.,26.310633763929637,32.02776426877833,-5.71713050484869,PyTorch Transformer
914,"Như các bạn thấy đó , các bóng đèn hướng ra phía ngoài , bởi vì đó là hướng sư tử tiến vào .","Như bạn có thể thấy , mặt đất , vì đó là nơi mà sư tử đến từ đó .","như các bạn có thể thấy, các bóng đèn bên ngoài, bởi vì đó là nơi mà sư tử đến từ đâu.",22.142546023349,52.07865810098844,-29.936112077639443,PyTorch Transformer
915,Và đó là cách mà ánh sáng chiếu về phía sư tử khi chúng đến vào đêm khuya .,Và đó là cách mà các con sư tử khi họ đến trong đêm .,và đó là cách mà nó trông giống với những con sư tử khi chúng đến vào ban đêm.,38.070272121552506,52.72034779627752,-14.650075674725016,PyTorch Transformer
916,"Các bóng đèn chớp tắt và đánh lừa sư tử làm cho chúng nghĩ rằng tôi đang đi xung quanh chuồng bò , nhưng thực ra là tôi đang ngủ trên giường của mình .","Ánh sáng chiếu sáng và trò lừa những con sư tử vào suy nghĩ tôi đang đi xung quanh những chiếc váy , nhưng tôi đang ngủ trong giường .","ánh sáng chớp sáng và thủ thuật của những con sư tử đi vào suy nghĩ tôi đang đi vòng quanh những con bò rừng, nhưng tôi đang ngủ trên giường.",39.97643417263641,41.62606199613993,-1.649627823503522,PyTorch Transformer
917,Cảm ơn,Cảm ơn .,xin cảm ơn.,79.20334873459873,66.27920375651772,12.924144978081017,TensorFlow NMT
918,"Tôi đã lắp đặt nó ở nhà mình 2 năm trước , kể từ đó , chúng tôi không hề gặp phải bất cứ vấn đề nào với sư tử cả .","Vì vậy , tôi đã lập ra trong nhà của mình 2 năm trước , và kể từ khi chúng ta chưa bao giờ trải qua vấn đề gì với những gì họ .","vì vậy, tôi đã đặt nó vào nhà hai năm trước, và kể từ đó, chúng tôi chưa bao giờ trải nghiệm bất cứ vấn đề nào với sư tử.",35.11189529368825,56.175376361731196,-21.063481068042947,PyTorch Transformer
919,Các gia đình hàng xóm nghe kể về ý tưởng này .,Và những nhà của tôi đã nghe về ý tưởng này .,và những ngôi nhà lân cận của tôi đã nghe nói về ý tưởng này.,41.478322938214184,39.53613351172016,1.942189426494025,TensorFlow NMT
920,Một trong số đó là người bà này .,Một trong số đó là bà ấy .,một trong số đó là bà nội.,59.819388685923435,60.50648079037667,-0.6870921044532352,PyTorch Transformer
921,"Bà có nhiều gia súc đã bị sư tử giết , và bà đã hỏi tôi liệu tôi có thể giúp bà lắp các bóng điện .","Cô ấy có rất nhiều động vật của cô bị giết bởi sư tử , và cô ấy hỏi tôi nếu tôi có thể đặt đèn cho cô ấy .","cô ấy có rất nhiều động vật bị giết bởi sư tử, và cô ấy hỏi tôi nếu tôi có thể cho đèn điện cho cô ấy.",29.743772847518972,31.534957663489845,-1.7911848159708725,PyTorch Transformer
922,"Tôi trả lời , &quot; Vâng &quot; .","Tôi nói , &quot; Đúng vậy . &quot;","và tôi nói, & quot vâng. & quot",47.1908423701902,41.784941534869375,5.405900835320821,TensorFlow NMT
923,"Thế là tôi lắp đặt các bóng đèn . Các bạn có thể nhìn thấy ở đằng sau , chúng là các bóng đèn sư tử .","Tôi đặt đèn . Bạn có thể thấy ở đằng sau , đây là những đèn tử tử .","tôi đặt đèn lên. các bạn có thể thấy ở phía sau, đó là những đèn sư tử.",38.969940256293405,42.10385518024047,-3.133914923947067,PyTorch Transformer
924,"Cho đến nay , tôi đã giúp lắp đặt cho 7 hộ gia đình trong cộng đồng của mình , và chúng đều hoạt động hiệu quả .","Từ bây giờ , tôi đã đặt ra 7 nhà , và họ thực sự đang làm việc .","kể từ bây giờ, tôi đã đặt 7 ngôi nhà quanh cộng đồng của mình, và họ đang thực sự làm việc.",15.285967012992108,32.76880356788413,-17.482836554892017,PyTorch Transformer
925,"Hiện nay ý tưởng của tôi đã được sử dụng trên khắp Kenya để xua đuổi các động vật ăn thịt khác như linh cẩu , báo , và nó cũng được sử dụng để doạ đàn voi tránh xa nông trại của người dân .","Và ý tưởng của tôi cũng được sử dụng ở Kenya cho việc bị tổn thương cho những người bị săn mồi như linh cẩu , bao gồm những con người , và nó cũng được dùng để gây ra những con voi bị chết từ những nông dân của","và ý tưởng của tôi cũng được sử dụng ở khắp kenya để làm gián đoạn những kẻ săn mồi khác như linh cẩu, báo, và nó cũng được sử dụng để khiến những con voi sợ hãi khỏi những nông trại của người dân.",38.762273205223394,60.23575597451567,-21.473482769292275,PyTorch Transformer
926,"Nhờ phát minh này , tôi đã may mắn nhận được học bổng ở một trong những trường học tốt nhất ở Kenya , trường Quốc tế Brookhouse , và tôi thực sự rất phấn khởi về điều này .","Bởi vì trong phát minh này , tôi may mắn để có một trong những ngôi trường tốt nhất trong một trong những ngôi trường tốt nhất trong một trong những ngôi trường tốt nhất ở Kenya , và tôi thực sự rất phấn khích về điều này .","bởi vì phát minh này, tôi đã may mắn được học bổng ở một trong những trường học tốt nhất ở kenya, các trường quốc tế, và tôi thực sự rất phấn khích về điều này.",55.467475721906744,81.34348240521177,-25.87600668330503,PyTorch Transformer
927,Ngôi trường mới của tôi hiện đang bắt đầu giúp đỡ bằng cách quyên góp và nâng cao nhận thức .,Trường học mới của tôi là ở trong và giúp đỡ một sự gây ra .,giờ đây trường học mới của tôi đang đến và giúp đỡ bằng cách gây quỹ và tạo ra một nhận thức.,25.59063143648499,46.43179659349087,-20.841165157005882,PyTorch Transformer
928,"Thậm chí tôi đã dẫn những người bạn của tôi về cộng đồng của mình , và chúng tôi lắp đặt bóng đèn cho các hộ gia đình chưa tiếp cận được nó và tôi dạy cho họ cách để lắp đặt chúng .","Tôi thậm chí còn lấy bạn bè của mình về cộng đồng , chúng tôi đang đặt đèn để không có ai , và tôi đang được dùng để làm cho họ .","tôi thậm chí đưa bạn bè về cộng đồng của tôi, và chúng tôi đang đặt đèn lên những ngôi nhà mà không có bất kỳ ai, và tôi đang dạy họ cách đặt họ.",32.494384922912076,38.54401253102536,-6.049627608113283,PyTorch Transformer
929,"Một năm trước đó , tôi chỉ là một cậu bé ở vùng thảo nguyên chăn bò cho bố mình , tôi đã từng nhìn thấy những chiếc máy bay bay lượn , và tôi đã nói với chính mình rằng một ngày nào đó , tôi sẽ được ngồi vào bên trong nó .","Một năm trước , tôi chỉ là một cậu bé trong các đồng bào của tôi , và tôi dùng cho những chiếc máy bay bay trên , và tôi đã kể cho mình rằng một ngày , tôi sẽ ở bên trong .","vì vậy một năm trước, tôi chỉ là một cậu bé ở những cánh đồng cỏ, cạnh tranh với bò, và tôi đã quen với việc nhìn thấy máy bay bay qua, và tôi tự nhủ mình rằng một ngày nào đó, tôi",48.992577103003434,48.00271337284036,0.9898637301630728,TensorFlow NMT
930,Và tôi ở đây ngày hôm nay .,Và đây là ngày hôm nay .,và tôi đang ở đây ngày hôm nay.,57.94306104333469,83.30437813088575,-25.361317087551065,PyTorch Transformer
931,Tôi đã có cơ hội đi đến đây bằng máy bay lần đầu tiên để tham gia TED .,Tôi có một cơ hội để đến từ những chiếc máy bay đầu tiên của tôi lần đầu tiên của tôi .,tôi đã có cơ hội được lái máy bay lần đầu tiên cho ted.,37.628662574079485,54.911479235311454,-17.28281666123197,PyTorch Transformer
932,Ước mơ lớn nhất của tôi là trở thành một kỹ sư máy bay và phi công khi lớn lên .,Tôi mơ ước lớn nhất là trở thành một kỹ sư máy bay và phi công khi tôi lớn lên .,vì vậy giấc mơ lớn của tôi là trở thành một kỹ sư máy bay và phi công khi tôi lớn lên.,79.32323602960966,81.86434060477447,-2.541104575164809,PyTorch Transformer
933,"Tôi đã từng ghét sư tử , nhưng bây giờ bởi vì phát minh của tôi đang cứu đàn bò của bố và sư tử , chúng tôi có thể sống chung với sư tử mà không có bất cứ xung đột nào .","Tôi đã từng ghét những sư tử , nhưng bây giờ , vì phát minh của tôi là cứu hộ của cha mẹ tôi và những con sư tử , chúng ta có thể sống với những con sư tử không có gì .","tôi đã từng ghét sư tử, nhưng giờ đây, phát minh của tôi là cứu lấy bò và sư tử, chúng tôi có thể ở lại với những con sư tử mà không có xung đột nào.",56.30495371313814,62.97385059507866,-6.668896881940519,PyTorch Transformer
934,"Ashê olên . Theo ngôn ngữ của tôi , nó có nghĩa là cảm ơn rất nhiều .",Một sự uỷ trương về cơ bản . Nó có nghĩa là bạn rất nhiều .,"điều này có nghĩa là trong ngôn ngữ của tôi, xin cảm ơn các bạn rất nhiều.",37.827169582670685,57.78389745074386,-19.956727868073173,PyTorch Transformer
935,Cháu không biết là thật là thú vị biết bao khi nghe câu chuyện của cháu .,Bạn không biết điều gì là nghe một câu chuyện như bạn .,bạn không biết nó thú vị như thế nào khi nghe một câu chuyện như của bạn.,30.42247194013397,42.73407321297863,-12.311601272844658,PyTorch Transformer
936,Vậy là cháu đã có học bổng này . Vâng .,Vậy nên bạn có được học bổng . Đúng thế .,bạn nhận được học bổng này. đúng vậy.,29.441611487135138,40.52207055553615,-11.080459068401016,PyTorch Transformer
937,Cháu đang làm những phát minh về điện khác .,Bạn đang làm việc với các phát minh khác nhau .,bạn đang làm việc với những phát minh điện khác.,40.416982558476406,65.25257913383646,-24.835596575360057,PyTorch Transformer
938,Phát minh nào tiếp theo trong danh sách của cháu ?,Vậy cái gì tiếp theo trong danh sách của bạn ?,cái gì tiếp theo trong danh sách của các bạn là gì?,59.668743950074855,60.49760738905475,-0.8288634389798943,PyTorch Transformer
939,"Phát minh sắp tới của cháu , cháu muốn làm một hàng rào điện . Hàng rào điện sao ?","Tôi tiếp tục phát minh ra , tôi muốn làm một cái rào chắn .","phát minh tiếp theo của tôi là, tôi muốn tạo ra một hàng rào điện bằng điện.",29.64822750234561,40.987695384580626,-11.339467882235017,PyTorch Transformer
940,"Cháu biết là hàng rào điện đã được phát minh rồi , nhưng cháu muốn làm cái của riêng mình .","Nhưng tôi biết những hàng rào điện tử đã được phát minh ra , nhưng tôi muốn làm cho tôi .","nhưng tôi biết hàng rào điện đã được phát minh, nhưng tôi muốn tạo ra tôi.",49.26740045304594,47.17449613806381,2.0929043149821283,TensorFlow NMT
941,"Cháu đã thử , đúng không , và cháu ... Cháu đó thử trước đây nhưng cháu đã dừng lại vì bị giật điện .","Bạn đã thử nó một lần , đúng là , và bạn -- Tôi đã cố gắng làm cho nó trước đó , nhưng tôi đã dừng lại vì nó cho tôi một cú sốc .","bạn đã thử nó một lần, đúng rồi, và tôi đã thử nó trước đó, nhưng tôi dừng lại vì nó cho tôi một cú sốc.",31.997619523355482,31.512384177379566,0.4852353459759158,TensorFlow NMT
942,"Richard Turere , cháu thật khác biệt .","Trong các cuộc họp . Richard Bloom , bạn là một thứ khác .","trong các chương trình. richard kelly, bạn là một cái gì đó khác.",25.04001086275599,24.23514664108223,0.8048642216737605,TensorFlow NMT
943,"Chúng tôi sẽ cỗ vũ cháu trên con đường cháu đi , anh bạn nhỏ .","Chúng ta sẽ cùng với bạn trong mỗi bước , bạn bè của tôi .","chúng tôi sẽ chúc mừng bạn từng bước một, bạn của tôi.",20.409688574341992,27.280725917680464,-6.871037343338472,PyTorch Transformer
944,Cảm ơn cháu rất nhiều . Cảm ơn .,Cảm ơn các bạn rất nhiều . Cảm ơn .,cảm ơn các bạn rất nhiều. cảm ơn các bạn.,74.73757565999426,67.31111228438506,7.4264633756092024,TensorFlow NMT
945,"Những gì tôi làm , và những gì tôi làm chuyên về-- cuộc đời tôi--đã được đinh hình trong bảy năm làm việc tại Châu Phi khi còn trẻ","Mọi thứ tôi làm , và mọi thứ tôi làm là những gì tôi làm là những người làm việc với nhau -- tôi đã định hình bằng bảy năm công việc của mình .","tất cả những gì tôi làm, và tất cả những gì tôi làm trong cuộc đời của tôi được định hình bởi bảy năm làm việc như một người đàn ông trẻ ở châu phi.",40.400261294774076,54.02596958264589,-13.625708287871817,PyTorch Transformer
946,"Từ năm 1971 đến 1977-- Trông tôi trẻ thế chứ không phải vậy đâu ---- Tôi đã làm việc tại Zambia , Kenya , Ivory Coast , Algeria , Somalia , trong những dự án hợp tác về kỹ thuật với những quốc gia Châu Phi","Từ năm 1926 , tôi nhìn thấy trẻ , nhưng tôi không phải là -- Tôi không phải là -- Tôi đã làm việc ở Malaysia , Kenya , ở Bờ Biển Ngà , ở Somalia ,","từ năm 2005, tôi trông trẻ, nhưng tôi không phải là tôi đã làm việc ở los angeles, kenya, rút lui, somalia, somalia, một dự án về sự hợp tác kỹ thuật với các nước châu phi.",31.808524371427428,40.679481982772344,-8.870957611344917,PyTorch Transformer
947,Tôi đã làm việc cho tổ chức phi chính phủ của Ý và mỗi một dự án chúng tôi lập ra tại Châu Phi thất bại,"Tôi làm việc cho một người Mỹ , và mỗi dự án mà chúng tôi tạo ra ở Châu Phi ,","tôi đã làm việc cho một tổ chức phi chính phủ ý, và mỗi một dự án mà chúng tôi thành lập ở châu phi thất bại.",36.99670752629467,72.1848487283614,-35.18814120206673,PyTorch Transformer
948,Tôi đã rất sầu não .,Và tôi đã được chứng minh .,và tôi cũng rất thích thú.,22.702316131028464,17.27126366743925,5.431052463589214,TensorFlow NMT
949,"Mới 21 tuổi đời , tôi nghĩ , người Ý là người tốt và chúng tôi đang làm việc tốt tại Châu Phi","Tôi nghĩ , tuổi 21 , chúng tôi là người mà chúng tôi đã làm việc tốt và chúng tôi đang làm việc với Châu Phi .","tôi nghĩ, tuổi 21, người ý chúng tôi là những người tốt và chúng tôi đang làm việc tốt ở châu phi.",61.113640291204916,69.1608307387755,-8.047190447570586,PyTorch Transformer
950,"Nhưng thay vì thế , chúng tôi giết chết mọi thứ mà chúng tôi đụng vào .","Thay vào đó , mọi thứ chúng ta đã bị giết chết .","thay vào đó, mọi thứ chúng ta cảm thấy chúng ta đã giết chết.",33.32132012541401,38.606952736408395,-5.285632610994384,PyTorch Transformer
951,"Dự án đầu tiên , cái đã truyền cảm hứng cho cuốn sách đầu tiên của tôi , &quot; Những cơn sóng nhẹ từ Zambezi , &quot; là một dự án trong đó người Ý quyết định dạy cho người Zambia trồng thực phẩm .","Dự án đầu tiên của chúng tôi , một cái mà có thể truyền cảm hứng được cuốn sách đầu tiên của mình , &quot; Sự tiến bộ từ sự xuất hiện của tôi , &quot; là một dự án mà chúng ta đã quyết định dạy","dự án đầu tiên của chúng tôi, dự án này đã lấy cảm hứng từ cuốn sách đầu tiên của tôi, & quot & quot lan toả từ những cái mỏ này, & quot là một dự án mà chúng tôi người ý quyết định",52.47960979348798,49.58798952921922,2.8916202642687594,TensorFlow NMT
952,"Thế nên chúng tôi miền nam Zambia với những hạt giống từ nước Ý tại một thung lũng tuyệt đẹp trải dài xuống sông Zambezi , và chúng tôi dạy cho người dân bản đại trồng cà chua Ý và bí ngòi Ý và ...","Vì vậy chúng tôi đến đó với những hạt nhân ở nam giới ở nam giới này , trong một thung lũng rất tuyệt vời trong những nước này , chúng tôi dạy những người dân địa phương và","chúng tôi đến đó với hạt giống người ý ở nam cực ở thung lũng cực kỳ tuyệt vời này sẽ đi xuống những con sông đáng kinh ngạc, và chúng tôi đã dạy những người dân địa phương làm thế nào để trồng cà chua ý",34.070795548453745,39.409613559609326,-5.338818011155581,PyTorch Transformer
953,"Tất nhiên những người dân bản địa chẳng mấy hứng thú làm công việc này , vậy nên chúng tôi trả công cho họ , và đôi lúc họ mới đến làm việc .","Và dĩ nhiên là những người địa phương đã không có gì để làm điều đó , nên chúng ta trả tiền cho họ đến và làm việc , và đôi khi họ sẽ cho họ thấy .","và tất nhiên những người dân địa phương không thực sự quan tâm đến việc đó, nên chúng tôi đã trả tiền họ để đến và làm việc, và đôi khi họ sẽ xuất hiện.",35.70183285657046,43.22233511775701,-7.52050226118655,PyTorch Transformer
954,"Chúng tôi thực sự ngạc nhiên về những người bản địa , tại thung lũng màu mỡ như thế này lại chẳng trồng trọt gì .","Và chúng ta đã ngạc nhiên rằng những người ở địa phương , trong một thung lũng năng lượng , không có gì có cả nông nghiệp .","và chúng tôi ngạc nhiên rằng những người ở địa phương, trong một thung lũng màu mỡ, sẽ không có nền nông nghiệp nào.",33.26414851397818,41.164777597939505,-7.900629083961327,PyTorch Transformer
